Order_Date,Customer_Name,Product_Name,Category,Region,Payment_Mode,Quantity,Unit_Price,Discount,Sales,Profit
2024-07-23,Christopher Merchant,Pen Drive,Accessories,South,Credit Card,2,900,15,1530.0,152.57
2025-05-22,Gabriel Ghosh,Study Table,Furniture,North,Credit Card,7,12000,10,75600.0,18497.66
2025-10-29,Waida Atwal,Mouse,Electronics,East,Credit Card,1,700,5,665.0,82.16
2025-10-03,Tanmayi Amble,Study Table,Furniture,South,Credit Card,8,12000,0,96000.0,7969.35
2024-08-20,Pranav Virk,Monitor,Electronics,North,UPI,7,15000,15,89250.0,15561.07
2026-01-10,Anvi Gaba,Mouse,Electronics,East,UPI,3,700,15,1785.0,242.04
2024-11-22,Andrew Chad,Mouse,Electronics,East,Cash,7,700,10,4410.0,493.53
2026-01-13,Tristan Virk,Notebook,Stationery,North,UPI,9,120,10,972.0,222.02
2026-04-20,Vamakshi Balan,Study Table,Furniture,West,Credit Card,1,12000,5,11400.0,967.41
2025-03-12,Mekhala Vala,Pen Drive,Accessories,North,Cash,8,900,10,6480.0,597.62
2024-10-15,Rushil Nath,Monitor,Electronics,West,UPI,5,15000,5,71250.0,9415.68
2026-01-15,Kamala Kata,Pen Drive,Accessories,East,UPI,5,900,0,4500.0,651.38
2026-07-18,Dhriti Varty,Keyboard,Electronics,West,Debit Card,1,1200,5,1140.0,122.28
2026-05-03,Jeremiah Ganguly,Pen Drive,Accessories,West,UPI,1,900,5,855.0,182.26
2025-08-25,Oscar Bora,Headphones,Electronics,North,UPI,5,2500,0,12500.0,1932.22
2026-04-29,Ayush De,Study Table,Furniture,North,UPI,1,12000,15,10200.0,1045.18
2024-10-30,Ira Sharaf,Keyboard,Electronics,North,UPI,3,1200,15,3060.0,476.29
2025-08-23,Urishilla Naik,Headphones,Electronics,North,Cash,1,2500,0,2500.0,438.32
2024-08-05,Praneel Singh,Study Table,Furniture,North,Debit Card,10,12000,10,108000.0,10810.89
2026-03-05,Onveer Dara,Mouse,Electronics,North,Debit Card,1,700,5,665.0,123.12
2024-09-02,Bhavani Varma,Printer,Electronics,West,Debit Card,7,18000,0,126000.0,11667.43
2024-08-12,Balendra Ravi,Monitor,Electronics,North,Debit Card,7,15000,10,94500.0,8319.19
2025-06-23,Saumya Borah,Study Table,Furniture,West,Debit Card,3,12000,10,32400.0,4476.71
2024-09-02,Vrinda Aggarwal,Pen Drive,Accessories,North,Cash,7,900,15,5355.0,1099.65
2025-10-09,Gautami Kala,Office Chair,Furniture,South,Cash,9,8500,15,65025.0,7740.34
2026-02-11,Ojas Rai,Keyboard,Electronics,South,Cash,3,1200,15,3060.0,565.69
2025-08-09,Mitali Datta,Keyboard,Electronics,East,UPI,5,1200,10,5400.0,700.44
2026-05-03,Chavvi Gour,Headphones,Electronics,West,Credit Card,5,2500,0,12500.0,2704.94
2025-08-21,Tristan Wable,Printer,Electronics,West,Cash,3,18000,10,48600.0,8939.49
2026-02-22,Varsha Mand,Pen Drive,Accessories,East,Debit Card,10,900,10,8100.0,1826.1
2024-09-12,Falan Bandi,Mouse,Electronics,South,Debit Card,2,700,5,1330.0,272.52
2025-11-02,Leela Banerjee,Monitor,Electronics,East,Cash,3,15000,15,38250.0,3519.31
2026-04-22,Warhi Kar,Headphones,Electronics,West,Credit Card,4,2500,10,9000.0,800.34
2026-06-07,Odika Kothari,Notebook,Stationery,West,Debit Card,8,120,0,960.0,113.0
2025-11-27,Nachiket Palla,Pen Drive,Accessories,East,Credit Card,1,900,10,810.0,112.7
2025-05-27,Prisha Johal,Office Chair,Furniture,North,Credit Card,3,8500,10,22950.0,2759.64
2025-09-26,Ekapad Rao,Printer,Electronics,South,Credit Card,3,18000,15,45900.0,6286.58
2024-11-21,Ladli Dua,Keyboard,Electronics,South,Debit Card,5,1200,0,6000.0,1127.6
2025-12-18,Agastya Sarma,Laptop,Electronics,South,Credit Card,4,65000,0,260000.0,63788.56
2025-10-19,Kritika Johal,Study Table,Furniture,North,Credit Card,9,12000,5,102600.0,15722.32
2024-10-25,Tejas Rege,Office Chair,Furniture,West,UPI,10,8500,0,85000.0,9081.98
2024-10-18,Teerth Sood,Notebook,Stationery,North,Credit Card,3,120,15,306.0,60.74
2025-07-12,Farhan Tiwari,Office Chair,Furniture,West,Credit Card,2,8500,15,14450.0,2050.72
2025-08-04,Jai Jhaveri,Office Chair,Furniture,East,Debit Card,10,8500,15,72250.0,10875.26
2024-11-11,Tanveer Contractor,Monitor,Electronics,East,Credit Card,2,15000,10,27000.0,5290.35
2024-11-18,Gautami Gera,Study Table,Furniture,South,UPI,7,12000,15,71400.0,8508.96
2026-05-08,Nirja Dugar,Keyboard,Electronics,South,Cash,3,1200,0,3600.0,895.28
2025-10-21,Onveer Dayal,Study Table,Furniture,West,Debit Card,3,12000,10,32400.0,5855.93
2026-05-16,Abhimanyu Wason,Monitor,Electronics,West,Debit Card,4,15000,0,60000.0,12728.77
2024-10-21,Kevin Dara,Study Table,Furniture,South,UPI,10,12000,15,102000.0,18004.56
2026-04-15,Warhi Kibe,Mouse,Electronics,North,Debit Card,3,700,5,1995.0,268.01
2026-03-21,Ranbir Zachariah,Study Table,Furniture,North,Cash,7,12000,10,75600.0,8392.23
2024-08-14,Abhiram Golla,Monitor,Electronics,East,Credit Card,6,15000,10,81000.0,14140.69
2026-05-07,Diya Manne,Office Chair,Furniture,South,Cash,8,8500,5,64600.0,16010.14
2026-01-15,Falguni Kapadia,Monitor,Electronics,West,UPI,10,15000,5,142500.0,14346.64
2026-03-21,Samaksh Aurora,Printer,Electronics,South,Debit Card,5,18000,5,85500.0,10671.03
2025-05-03,Charles Borra,Office Chair,Furniture,South,Debit Card,3,8500,15,21675.0,4607.04
2025-05-26,Pooja Chadha,Headphones,Electronics,West,UPI,7,2500,5,16625.0,2941.47
2025-07-09,Girish Badal,Monitor,Electronics,South,UPI,7,15000,0,105000.0,24374.84
2025-12-10,Joshua Mane,Notebook,Stationery,East,Cash,2,120,15,204.0,22.13
2025-09-13,Tamanna Ahluwalia,Laptop,Electronics,South,Credit Card,8,65000,5,494000.0,101464.14
2025-11-23,Maya Hans,Mouse,Electronics,East,UPI,7,700,5,4655.0,996.16
2025-07-18,Matthew Dube,Office Chair,Furniture,West,UPI,2,8500,15,14450.0,2251.97
2025-12-05,Aarna Gokhale,Office Chair,Furniture,East,Credit Card,1,8500,0,8500.0,1173.59
2026-03-20,Aarav Bhardwaj,Pen Drive,Accessories,South,Credit Card,9,900,15,6885.0,1397.1
2025-11-10,Tejas Samra,Printer,Electronics,West,Debit Card,2,18000,0,36000.0,8576.05
2025-08-14,Amrita Sathe,Mouse,Electronics,North,Credit Card,1,700,5,665.0,89.19
2025-07-09,Manya Behl,Monitor,Electronics,East,UPI,6,15000,10,81000.0,11006.68
2025-04-25,Ayushman Pillay,Study Table,Furniture,East,Debit Card,3,12000,5,34200.0,4131.15
2024-08-15,Yochana Bumb,Notebook,Stationery,West,Debit Card,3,120,15,306.0,72.02
2026-03-13,Anika Choudhry,Monitor,Electronics,North,Debit Card,8,15000,0,120000.0,23917.04
2026-07-12,Yashvi Apte,Office Chair,Furniture,North,Cash,10,8500,10,76500.0,12998.81
2024-11-19,Vihaan Raju,Printer,Electronics,West,Cash,2,18000,15,30600.0,5188.23
2026-05-03,Noah Loke,Pen Drive,Accessories,North,UPI,7,900,10,5670.0,1140.81
2026-03-21,Advik Soman,Laptop,Electronics,South,UPI,8,65000,10,468000.0,53599.95
2025-11-05,Darsh Bhatia,Office Chair,Furniture,West,Credit Card,8,8500,10,61200.0,14853.92
2024-09-15,Gautam Dani,Office Chair,Furniture,East,UPI,6,8500,10,45900.0,10681.34
2025-10-20,Eta Dhar,Mouse,Electronics,East,UPI,1,700,5,665.0,150.31
2024-10-01,Panini Bhakta,Pen Drive,Accessories,East,Debit Card,3,900,0,2700.0,322.18
2024-08-22,Dayita Walia,Laptop,Electronics,North,Cash,5,65000,0,325000.0,72134.62
2024-08-16,Gaurika Choudhary,Laptop,Electronics,South,Cash,10,65000,5,617500.0,105621.5
2025-07-16,Christopher Chand,Monitor,Electronics,West,Credit Card,8,15000,15,102000.0,15938.62
2024-09-19,Nachiket Chopra,Printer,Electronics,North,Cash,10,18000,5,171000.0,15471.3
2025-06-15,Varenya Kaul,Pen Drive,Accessories,West,Cash,5,900,15,3825.0,713.04
2025-04-23,Neel Chaudhuri,Monitor,Electronics,North,Credit Card,10,15000,15,127500.0,17903.8
2025-03-03,Warinder Khanna,Mouse,Electronics,South,Debit Card,9,700,5,5985.0,729.12
2026-02-13,Eshana D’Alia,Mouse,Electronics,East,UPI,1,700,10,630.0,137.59
2026-01-21,Mohini Hayer,Keyboard,Electronics,North,Credit Card,5,1200,15,5100.0,477.01
2025-03-26,Oni Desai,Mouse,Electronics,West,Cash,2,700,5,1330.0,289.26
2026-06-15,Rohan Wali,Monitor,Electronics,North,UPI,8,15000,10,108000.0,23224.66
2025-01-10,Kalpit Narula,Study Table,Furniture,South,Cash,6,12000,0,72000.0,15385.64
2024-11-21,Damini Ramakrishnan,Study Table,Furniture,West,Credit Card,4,12000,5,45600.0,8071.31
2026-06-28,Gagan Purohit,Office Chair,Furniture,South,Debit Card,10,8500,0,85000.0,15492.55
2024-12-23,Qarin Bhardwaj,Pen Drive,Accessories,East,Credit Card,5,900,0,4500.0,875.41
2026-06-04,Zaitra Nagy,Printer,Electronics,North,UPI,4,18000,0,72000.0,16743.91
2025-05-04,Harinakshi Aurora,Keyboard,Electronics,North,Debit Card,4,1200,15,4080.0,416.95
2026-05-08,Hardik Gill,Office Chair,Furniture,North,UPI,3,8500,5,24225.0,5084.4
2025-11-21,Arin Oza,Notebook,Stationery,North,Credit Card,2,120,0,240.0,26.53
2025-09-27,Rachita Sawhney,Headphones,Electronics,West,UPI,4,2500,10,9000.0,1301.2
2026-04-27,Qadim Gill,Printer,Electronics,North,Cash,6,18000,0,108000.0,17139.31
2026-02-04,Chakradev Kar,Office Chair,Furniture,West,Cash,2,8500,5,16150.0,3355.11
2025-08-18,Lakshit Ghosh,Laptop,Electronics,South,Credit Card,8,65000,0,520000.0,82941.69
2025-09-05,Charan Samra,Laptop,Electronics,North,UPI,2,65000,0,130000.0,28453.18
2024-09-07,Tripti Pingle,Study Table,Furniture,West,Credit Card,1,12000,15,10200.0,1901.42
2026-06-10,Chandani Vasa,Monitor,Electronics,South,Debit Card,8,15000,0,120000.0,24156.39
2026-01-06,Chandresh Goswami,Laptop,Electronics,East,Cash,9,65000,0,585000.0,119002.62
2025-03-14,Sai Grewal,Mouse,Electronics,East,UPI,5,700,5,3325.0,668.72
2026-02-25,Victor Bobal,Pen Drive,Accessories,South,Credit Card,1,900,0,900.0,91.78
2024-08-19,Unni Buch,Mouse,Electronics,North,UPI,6,700,15,3570.0,437.88
2025-11-29,Priya Gandhi,Headphones,Electronics,West,Cash,7,2500,15,14875.0,2611.82
2025-08-28,Prisha Swaminathan,Mouse,Electronics,South,Debit Card,4,700,0,2800.0,655.74
2025-03-31,Rachit Mitra,Printer,Electronics,North,Credit Card,5,18000,10,81000.0,15255.02
2025-03-24,Balhaar Kadakia,Mouse,Electronics,West,Credit Card,1,700,15,595.0,78.46
2026-07-01,Bhavika Vig,Pen Drive,Accessories,East,Cash,10,900,0,9000.0,729.21
2025-05-15,Wridesh Dora,Notebook,Stationery,North,Cash,3,120,10,324.0,53.84
2025-12-10,Gopal Sachdev,Office Chair,Furniture,West,Debit Card,9,8500,15,65025.0,5887.94
2024-08-29,Riya Sama,Office Chair,Furniture,South,Cash,10,8500,5,80750.0,19377.44
2024-07-29,Lipika Wable,Study Table,Furniture,West,Credit Card,8,12000,10,86400.0,15706.58
2024-10-11,Xavier Toor,Study Table,Furniture,East,Credit Card,9,12000,5,102600.0,10367.89
2025-10-20,Nisha Banik,Laptop,Electronics,South,Cash,5,65000,10,292500.0,50309.82
2024-09-24,Tripti Mohanty,Laptop,Electronics,West,UPI,7,65000,5,432250.0,38433.0
2026-07-17,Ranveer Jhaveri,Notebook,Stationery,North,UPI,4,120,0,480.0,50.64
2025-03-17,Saanvi Chahal,Headphones,Electronics,South,Debit Card,4,2500,15,8500.0,984.13
2025-06-18,Jai Bawa,Pen Drive,Accessories,West,UPI,6,900,5,5130.0,914.55
2026-04-30,Jairaj Narain,Printer,Electronics,West,Debit Card,9,18000,5,153900.0,22963.46
2026-03-30,Aradhana Gandhi,Office Chair,Furniture,North,Cash,6,8500,10,45900.0,7847.45
2025-10-02,Yashasvi Arora,Printer,Electronics,West,Cash,7,18000,10,113400.0,15398.93
2026-01-25,Champak Sehgal,Study Table,Furniture,North,Debit Card,9,12000,0,108000.0,15736.81
2025-08-12,Nisha Mander,Mouse,Electronics,South,UPI,7,700,15,4165.0,672.44
2025-06-28,Raagini Shere,Printer,Electronics,North,UPI,1,18000,5,17100.0,1857.63
2025-01-03,Jason Khurana,Monitor,Electronics,South,UPI,4,15000,0,60000.0,5927.34
2026-07-09,Triya Mandal,Laptop,Electronics,East,Cash,6,65000,0,390000.0,46337.88
2026-01-02,Sanya Varkey,Monitor,Electronics,North,UPI,3,15000,10,40500.0,8761.47
2026-04-04,Tarak Grewal,Monitor,Electronics,North,Credit Card,7,15000,0,105000.0,21681.83
2025-04-27,Ekaja Sabharwal,Laptop,Electronics,West,Debit Card,3,65000,10,175500.0,26294.25
2025-05-05,Ridhi Khatri,Mouse,Electronics,East,Cash,1,700,15,595.0,99.51
2026-02-25,Caleb Dash,Pen Drive,Accessories,South,Cash,10,900,10,8100.0,1240.79
2025-07-17,Liam Raju,Keyboard,Electronics,West,Debit Card,6,1200,0,7200.0,772.8
2024-10-01,Indali Pandit,Headphones,Electronics,North,Cash,6,2500,5,14250.0,3409.2
2025-05-22,Leela Vala,Keyboard,Electronics,East,Debit Card,9,1200,0,10800.0,1738.36
2026-07-01,Bhanumati Narain,Laptop,Electronics,East,Cash,3,65000,15,165750.0,32073.3
2024-11-05,Yauvani Kibe,Study Table,Furniture,South,UPI,7,12000,0,84000.0,10445.67
2024-08-23,Janya Apte,Monitor,Electronics,South,UPI,8,15000,5,114000.0,26656.41
2025-02-20,Ekta Boase,Pen Drive,Accessories,West,Credit Card,1,900,0,900.0,164.54
2025-02-24,Krisha Bahri,Office Chair,Furniture,South,UPI,3,8500,0,25500.0,5003.03
2024-12-12,Lohit Sagar,Pen Drive,Accessories,West,Credit Card,10,900,10,8100.0,1228.97
2024-08-15,Champak Chakraborty,Printer,Electronics,West,Credit Card,8,18000,15,122400.0,10536.75
2026-03-23,William Khanna,Printer,Electronics,West,Debit Card,3,18000,5,51300.0,9498.16
2025-03-16,Harshil Tella,Office Chair,Furniture,West,Credit Card,8,8500,0,68000.0,12852.67
2025-03-22,Janaki Butala,Headphones,Electronics,South,Cash,9,2500,5,21375.0,4390.15
2024-08-16,Anthony Kar,Notebook,Stationery,South,UPI,7,120,15,714.0,174.18
2025-05-04,Amaira Srivastava,Printer,Electronics,West,Cash,7,18000,15,107100.0,12590.25
2026-05-02,Aishani Talwar,Study Table,Furniture,West,Cash,3,12000,15,30600.0,6259.33
2026-05-06,Raghav Bava,Headphones,Electronics,South,Debit Card,4,2500,15,8500.0,1230.9
2025-08-24,Chanakya Kapadia,Notebook,Stationery,South,UPI,6,120,10,648.0,160.5
2025-03-29,Siya Bath,Notebook,Stationery,West,UPI,3,120,0,360.0,88.25
2025-12-03,Rishi Zachariah,Monitor,Electronics,East,Cash,7,15000,10,94500.0,18032.75
2025-01-19,Chanchal Garde,Laptop,Electronics,South,Cash,6,65000,0,390000.0,75333.84
2024-09-09,Meghana Wason,Headphones,Electronics,West,Cash,4,2500,5,9500.0,1561.65
2025-09-24,Eta Sanghvi,Keyboard,Electronics,South,UPI,6,1200,15,6120.0,1292.76
2025-04-11,Abhiram Gara,Study Table,Furniture,South,Credit Card,3,12000,10,32400.0,5133.27
2025-03-26,Yamini Jhaveri,Headphones,Electronics,East,Cash,4,2500,0,10000.0,1042.35
2026-06-07,Krishna Sarma,Office Chair,Furniture,South,Debit Card,1,8500,10,7650.0,1485.62
2025-05-14,Ethan Wason,Monitor,Electronics,North,Cash,7,15000,5,99750.0,22498.83
2025-08-04,Arya Sant,Notebook,Stationery,East,Debit Card,6,120,5,684.0,135.86
2025-02-19,Wazir Pathak,Mouse,Electronics,South,Debit Card,9,700,5,5985.0,671.44
2025-02-18,Nathaniel Keer,Laptop,Electronics,North,UPI,1,65000,10,58500.0,5083.24
2025-12-18,Jagdish Patil,Laptop,Electronics,North,UPI,4,65000,15,221000.0,27333.31
2026-01-08,Jagrati Datta,Office Chair,Furniture,South,Debit Card,2,8500,0,17000.0,3893.73
2024-09-27,Chaitanya Prakash,Headphones,Electronics,North,Debit Card,7,2500,15,14875.0,1229.72
2025-03-14,Lakshmi Mandal,Laptop,Electronics,South,Debit Card,5,65000,5,308750.0,56883.44
2025-09-08,Finn Tailor,Office Chair,Furniture,West,Cash,10,8500,5,80750.0,19070.57
2025-12-19,Yagnesh Agarwal,Printer,Electronics,East,UPI,8,18000,5,136800.0,17569.72
2025-10-21,Eesha Bail,Keyboard,Electronics,North,Cash,8,1200,0,9600.0,2315.68
2026-06-15,Amara Dutt,Laptop,Electronics,South,UPI,4,65000,0,260000.0,60974.8
2024-12-17,Maya Prashad,Printer,Electronics,North,Credit Card,8,18000,5,136800.0,21980.95
2025-03-30,Pooja Borde,Keyboard,Electronics,East,Credit Card,8,1200,5,9120.0,805.1
2026-06-10,Robert Guha,Keyboard,Electronics,East,Debit Card,10,1200,10,10800.0,2276.32
2026-03-25,Bachittar Anne,Headphones,Electronics,North,Cash,3,2500,5,7125.0,800.84
2026-06-11,Ishaan Prasad,Pen Drive,Accessories,South,UPI,3,900,0,2700.0,219.29
2026-05-02,Advika Arya,Monitor,Electronics,South,UPI,4,15000,0,60000.0,5118.33
2026-06-15,Zayan Kara,Notebook,Stationery,North,UPI,5,120,0,600.0,134.65
2026-03-30,Siya Pillay,Study Table,Furniture,North,Credit Card,10,12000,5,114000.0,18158.09
2025-10-16,Anthony Ravel,Office Chair,Furniture,South,Cash,1,8500,15,7225.0,1057.73
2026-02-23,Mason Prasad,Pen Drive,Accessories,South,Cash,3,900,15,2295.0,336.76
2024-09-08,Nachiket Thaman,Laptop,Electronics,East,Cash,7,65000,10,409500.0,75812.34
2025-09-07,Samar Kala,Printer,Electronics,West,Credit Card,2,18000,0,36000.0,4248.88
2025-07-20,Samar Viswanathan,Mouse,Electronics,West,UPI,4,700,15,2380.0,503.32
2024-10-16,Omisha Gopal,Printer,Electronics,East,Cash,7,18000,0,126000.0,30508.19
2026-04-11,Baghyawati Rana,Office Chair,Furniture,West,Credit Card,7,8500,5,56525.0,11767.31
2025-05-04,Aryan Chander,Mouse,Electronics,North,Debit Card,3,700,0,2100.0,251.13
2026-06-10,Kavya Bawa,Laptop,Electronics,North,Credit Card,7,65000,0,455000.0,109100.19
2026-03-13,Aradhana Karpe,Laptop,Electronics,East,Cash,7,65000,10,409500.0,86830.18
2025-01-09,Balhaar Ravel,Headphones,Electronics,North,Debit Card,9,2500,10,20250.0,1940.69
2025-06-13,Chandresh Sibal,Keyboard,Electronics,South,UPI,7,1200,5,7980.0,1900.85
2025-11-02,Jai Chana,Printer,Electronics,North,Debit Card,6,18000,15,91800.0,17426.86
2026-06-18,Vinaya Vora,Mouse,Electronics,East,UPI,6,700,10,3780.0,363.23
2025-01-11,Daksh Bedi,Pen Drive,Accessories,South,Credit Card,3,900,10,2430.0,268.43
2024-12-13,Manan Manne,Mouse,Electronics,West,Credit Card,4,700,15,2380.0,357.71
2026-06-24,Henry Bhandari,Keyboard,Electronics,North,Debit Card,1,1200,10,1080.0,176.61
2025-04-08,Lajita Raval,Headphones,Electronics,South,Credit Card,10,2500,10,22500.0,3863.92
2024-12-05,Advik Sood,Pen Drive,Accessories,South,Credit Card,4,900,0,3600.0,595.82
2025-10-15,Balveer Johal,Notebook,Stationery,West,Debit Card,9,120,15,918.0,135.35
2026-03-30,Chasmum Hegde,Office Chair,Furniture,North,UPI,2,8500,10,15300.0,3665.11
2026-05-21,Priya Manne,Laptop,Electronics,South,UPI,10,65000,10,585000.0,76901.78
2024-08-22,Sai Konda,Study Table,Furniture,South,Cash,6,12000,5,68400.0,10284.87
2025-11-29,Advik Soni,Laptop,Electronics,West,Credit Card,7,65000,0,455000.0,47113.22
2025-03-27,Sudiksha Deep,Keyboard,Electronics,South,Debit Card,4,1200,10,4320.0,374.59
2025-01-18,Chanchal Barad,Laptop,Electronics,North,Debit Card,7,65000,0,455000.0,109538.91
2025-08-18,Chakradhar Narayan,Notebook,Stationery,West,UPI,2,120,0,240.0,49.41
2026-03-06,Yatin Chada,Monitor,Electronics,West,Credit Card,9,15000,10,121500.0,14351.48
2026-03-24,Chaitaly Rai,Mouse,Electronics,North,Cash,8,700,10,5040.0,851.23
2025-11-22,Nidhi Dhawan,Study Table,Furniture,North,Credit Card,7,12000,10,75600.0,7663.51
2026-01-05,Lakshit Nadkarni,Mouse,Electronics,West,UPI,5,700,0,3500.0,498.83
2025-03-08,Gaurangi Rajagopalan,Printer,Electronics,South,UPI,4,18000,0,72000.0,7134.43
2025-02-25,Oviya Dugar,Pen Drive,Accessories,South,UPI,4,900,5,3420.0,825.92
2026-03-23,Qarin Choudhary,Pen Drive,Accessories,East,Credit Card,1,900,5,855.0,94.14
2025-03-10,Jeevika Patla,Keyboard,Electronics,South,Credit Card,6,1200,15,6120.0,1483.2
2025-02-26,Pranav Bansal,Office Chair,Furniture,East,Debit Card,10,8500,5,80750.0,17270.26
2025-09-09,Girik Basu,Study Table,Furniture,North,Credit Card,3,12000,10,32400.0,5785.71
